dpt,Ref fiscale + ref avis,declarant1.nom,declarant1.nomNaissance,declarant1.prenoms,declarant1.dob,declarant2.nom,declarant2.nomNaissance,declarant2.prenoms,declarant2.dob,adress.ligne1,adress.ligne2,anneeImpots,anneeRevenus,dateRecouvrement,dateEtablissement,nombreParts,situationFamiliale,nombreDePersonneACharge,revenuBrutGlobal,revenuImposable,impotsNetAvantCorrections,impots,revenuFiscalReference
25,1702588888002+1702588888002,BERNARD ,BERNARD ,Philippe,22/03/1985,BERNARD ,DUPONT ,Nathalie,01/12/1973,1 Rue des Marronniers,25500 Morteau,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,18 410 €,18 410 €,2 165 €,2 165 €,18 410 €
25,1702588888003+1702588888003,THOMAS ,THOMAS ,Michel,19/09/1954,,,,,1 Rossignier Haut,25570 Grand'Combe-Châteleu,2017,2016,10/10/2017,08/07/2017,1,Célibataire,1,18 409 €,18 409 €,2 165 €,2 165 €,18 409 €
25,1702588888004+1702588888004,PETIT ,PETIT ,Alain,13/08/1967,PETIT ,FONTAINE ,Rosette,24/11/1967,5 rue du Tacot,25660 Montrond-le-Château,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,21 000 €,21 000 €,2 165 €,2 165 €,21 000 €
25,1702588888005+1702588888005,ROBERT ,ROBERT ,Patrick,16/02/1949,,,,,3 Rue Jean Jaurès,25500 Morteau,2017,2016,13/07/2017,13/07/2017,1,,1,16 550 €,16 550 €,0 €,0 €,16 550 €
25,1702588888006+1702588888006,RICHARD ,RICHARD ,Nicolas,13/08/1967,RICHARD ,VINCENT ,Françoise,13/08/1967,1 Rue des Marronniers,25500 Morteau,2017,2016,10/10/2017,08/07/2017,4,Marié(e)s,4,48 751 €,48 751 €,1 432 €,1 432 €,48 751 €
25,1702588888007+1702588888007,DURAND ,DURAND ,Christophe,22/03/1985,,,,,1 Rossignier Haut,25570 Grand'Combe-Châteleu,2017,2016,10/10/2017,08/07/2017,2,,2,43 296 €,43 296 €,1 432 €,1 432 €,43 296 €
25,1702588888008+1702588888008,DUBOIS ,DUBOIS ,Pierre,19/09/1954,DUBOIS ,LEFEVRE ,Alain,16/02/1949,5 rue du Tacot,25660 Montrond-le-Château,2017,2016,10/10/2017,08/07/2017,5,Marié(e)s,5,38 031 €,38 031 €,1 132 €,1 132 €,38 031 €
25,1702588888009+1702588888009,MOREAU ,MOREAU ,Christian,13/08/1967,,,,,3 Rue Jean Jaurès,25500 Morteau,2017,2016,10/10/2017,08/07/2017,1,,1,33 775 €,33 775 €,731 €,731 €,33 775 €
25,1702588888010+1702588888010,LAURENT ,LAURENT ,Éric,16/02/1949,,,,,1 Rue des Marronniers,25500 Morteau,2017,2016,13/07/2017,13/07/2017,1,,1,18 876 €,18 876 €,0 €,0 €,18 876 €
25,1702588888011+1702588888011,SIMON ,SIMON ,Frédéric,16/02/1949,SIMON ,MERCIER ,Amina,19/09/1954,1 Rossignier Haut,25570 Grand'Combe-Châteleu,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,25 258 €,25 258 €,0 €,0 €,25 258 €
25,1702588888012+1702588888012,MICHEL ,MICHEL ,Laurent,13/08/1967,MICHEL ,BLANC ,Isabelle,13/08/1967,5 rue du Tacot,25660 Montrond-le-Château,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,20 000 €,20 000 €,0 €,0 €,20 000 €
25,1702588888013+1702588888013,LEFEBVRE ,LEFEBVRE ,Stéphane,22/03/1985,,,,,3 Rue Jean Jaurès,25500 Morteau,2017,2016,10/10/2017,08/07/2017,3,,3,4 394 €,4 394 €,0 €,0 €,4 394 €
25,1702588888014+1702588888014,LEROY ,LEROY ,David,19/09/1954,LEROY ,BOYER ,Catherine,13/08/1967,1 Rue des Marronniers,25500 Morteau,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,29 505 €,29 505 €,2 165 €,2 165 €,29 505 €
25,1702588888015+1702588888015,ROUX ,ROUX ,Pascal,13/08/1967,,,,,1 Rossignier Haut,25570 Grand'Combe-Châteleu,2017,2016,13/07/2017,13/07/2017,3,,3,25 256 €,25 256 €,2 165 €,2 165 €,25 256 €
25,1702588888016+1702588888016,DAVID ,DAVID ,Daniel,16/02/1949,DAVID ,CHEVALIER ,Rose,19/09/1954,5 rue du Tacot,25660 Montrond-le-Château,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,29 880 €,29 880 €,2 165 €,2 165 €,29 880 €
25,1702588888017+1702588888017,BERTRAND ,BERTRAND ,Alexandre,13/08/1967,,,,,3 Rue Jean Jaurès,25500 Morteau,2017,2016,10/10/2017,08/07/2017,1,,1,29 880 €,29 880 €,2 165 €,2 165 €,29 880 €
25,1702588888018+1702588888018,MOREL ,MOREL ,Julien,22/03/1985,MOREL ,LEGRAND ,Florence,01/08/1947,1 Rue des Marronniers,25500 Morteau,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,37 825 €,37 825 €,2 665 €,2 665 €,37 825 €
25,1702588888019+1702588888019,FOURNIER ,FOURNIER ,Thierry,19/09/1954,,,,,1 Rossignier Haut,25570 Grand'Combe-Châteleu,2017,2016,10/10/2017,08/07/2017,1,,1,32 376 €,32 376 €,2 165 €,2 165 €,32 376 €
25,1702588888020+1702588888020,GIRARD ,GIRARD ,Olivier,13/08/1967,,,,,5 rue du Tacot,25660 Montrond-le-Château,2017,2016,13/07/2017,13/07/2017,1,,1,48 751 €,48 751 €,1 123 €,1 123 €,48 751 €
20,1702099999001+1702099999001,MARTIN ,MARTIN ,Jean-étienne,13/08/1967,MARTIN,BONNET ,Sylvie,01/08/1947,Hameau Penti,20230 Santa-Reparata-di-Moriani,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,26 922 €,26 922 €,2 165 €,2 165 €,26 922 €
20,1702099999002+1702099999002,BERNARD ,BERNARD ,Philippe,22/03/1985,BERNARD,DUPONT ,Nathalie,01/12/1973,4 boulevard gaudin ,20200  bastia,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,18 410 €,18 410 €,2 165 €,2 165 €,18 410 €
20,1702099999003+1702099999003,THOMAS ,THOMAS ,Michel,19/09/1954,THOMAS,,,,Ceppu di gliastru ,20117 Eccica-Suarella,2017,2016,10/10/2017,08/07/2017,1,Célibataire,1,18 409 €,18 409 €,2 165 €,2 165 €,18 409 €
20,1702099999004+1702099999004,PETIT ,PETIT ,Alain,13/08/1967,PETIT,FONTAINE ,Rosette,24/11/1967,Matre soprana, 20160 Vico,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,21 000 €,21 000 €,2 165 €,2 165 €,21 000 €
20,1702099999005+1702099999005,ROBERT ,ROBERT ,Patrick,16/02/1949,ROBERT,,,,71  route de Salvati Marina di Fiori ,20137 Porto-Vecchio,2017,2016,13/07/2017,13/07/2017,1,,1,16 550 €,16 550 €,0 €,0 €,16 550 €
20,1702099999006+1702099999006,RICHARD ,RICHARD ,Nicolas,13/08/1967,RICHARD,VINCENT ,Françoise,13/08/1967,Hameau Penti,20230 Santa-Reparata-di-Moriani,2017,2016,10/10/2017,08/07/2017,4,Marié(e)s,4,48 751 €,48 751 €,1 432 €,1 432 €,48 751 €
20,1702099999007+1702099999007,DURAND ,DURAND ,Christophe,22/03/1985,DURAND,,,,4 boulevard gaudin ,20200  bastia,2017,2016,10/10/2017,08/07/2017,2,,2,43 296 €,43 296 €,1 432 €,1 432 €,43 296 €
20,1702099999008+1702099999008,DUBOIS ,DUBOIS ,Pierre,19/09/1954,DUBOIS,LEFEVRE ,Alain,16/02/1949,Ceppu di gliastru ,20117 Eccica-Suarella,2017,2016,10/10/2017,08/07/2017,5,Marié(e)s,5,38 031 €,38 031 €,1 132 €,1 132 €,38 031 €
20,1702099999009+1702099999009,MOREAU ,MOREAU ,Christian,13/08/1967,MOREAU,,,,Matre soprana, 20160 Vico,2017,2016,10/10/2017,08/07/2017,1,,1,33 775 €,33 775 €,731 €,731 €,33 775 €
20,1702099999010+1702099999010,LAURENT ,LAURENT ,Éric,16/02/1949,LAURENT,,,,71  route de Salvati Marina di Fiori ,20137 Porto-Vecchio,2017,2016,13/07/2017,13/07/2017,1,,1,18 876 €,18 876 €,0 €,0 €,18 876 €
20,1702099999011+1702099999011,SIMON ,SIMON ,Frédéric,16/02/1949,SIMON,MERCIER ,Amina,19/09/1954,Hameau Penti,20230 Santa-Reparata-di-Moriani,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,25 258 €,25 258 €,0 €,0 €,25 258 €
20,1702099999012+1702099999012,MICHEL ,MICHEL ,Laurent,13/08/1967,MICHEL,BLANC ,Isabelle,13/08/1967,4 boulevard gaudin ,20200  bastia,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,20 000 €,20 000 €,0 €,0 €,20 000 €
20,1702099999013+1702099999013,LEFEBVRE ,LEFEBVRE ,Stéphane,22/03/1985,LEFEBVRE,,,,Ceppu di gliastru ,20117 Eccica-Suarella,2017,2016,10/10/2017,08/07/2017,3,,3,4 394 €,4 394 €,0 €,0 €,4 394 €
20,1702099999014+1702099999014,LEROY ,LEROY ,David,19/09/1954,LEROY,BOYER ,Catherine,13/08/1967,Matre soprana, 20160 Vico,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,29 505 €,29 505 €,2 165 €,2 165 €,29 505 €
20,1702099999015+1702099999015,ROUX ,ROUX ,Pascal,13/08/1967,ROUX,,,,71  route de Salvati Marina di Fiori ,20137 Porto-Vecchio,2017,2016,13/07/2017,13/07/2017,3,,3,25 256 €,25 256 €,2 165 €,2 165 €,25 256 €
20,1702099999016+1702099999016,DAVID ,DAVID ,Daniel,16/02/1949,DAVID,CHEVALIER ,Rose,19/09/1954,Hameau Penti,20230 Santa-Reparata-di-Moriani,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,29 880 €,29 880 €,2 165 €,2 165 €,29 880 €
20,1702099999017+1702099999017,BERTRAND ,BERTRAND ,Alexandre,13/08/1967,BERTRAND,,,,4 boulevard gaudin ,20200  bastia,2017,2016,10/10/2017,08/07/2017,1,,1,29 880 €,29 880 €,2 165 €,2 165 €,29 880 €
20,1702099999018+1702099999018,MOREL ,MOREL ,Julien,22/03/1985,MOREL,LEGRAND ,Florence,01/08/1947,Ceppu di gliastru ,20117 Eccica-Suarella,2017,2016,10/10/2017,08/07/2017,2,Marié(e)s,2,37 825 €,37 825 €,2 665 €,2 665 €,37 825 €
20,1702099999019+1702099999019,FOURNIER ,FOURNIER ,Thierry,19/09/1954,FOURNIER,,,,Matre soprana, 20160 Vico,2017,2016,10/10/2017,08/07/2017,1,,1,32 376 €,32 376 €,2 165 €,2 165 €,32 376 €
20,1702099999020+1702099999020,GIRARD ,GIRARD ,Olivier,13/08/1967,GIRARD,,,,71  route de Salvati Marina di Fiori ,20137 Porto-Vecchio,2017,2016,13/07/2017,13/07/2017,1,,1,48 751 €,48 751 €,1 123 €,1 123 €,48 751 €
